Date,Ticker,Adjusted Close,Return,Volatility,RSI,SMA_100,Lower Band,Support,Year,Month,Day,Day_of_Week,Predicted_Action
2024-10-25,HWM,101.39,0.0076525207,0.012863712,45.813942,91.097466,99.2031,91.44,2024,10,25,4,hold
2024-10-25,IBM,214.58,-0.017445842,0.016693462,31.982754,197.21999,215.16093,193.78,2024,10,25,4,short
2024-10-25,ICE,165.33,-0.009406784,0.009260361,67.85938,152.62096,158.94775,156.10344,2024,10,25,4,sell
2024-10-25,IDXX,451.6,-0.0014813782,0.009764957,30.259901,484.9841,442.63077,451.6,2024,10,25,4,short
2024-10-25,IEX,202.74,-0.003636673,0.0073898765,36.42339,202.37228,203.15776,194.49406,2024,10,25,4,short
2024-10-25,IFF,101.445,-0.0098096365,0.010750996,52.912403,99.42842,99.89726,97.51073,2024,10,25,4,short
2024-10-25,INCY,65.07,-0.0026057353,0.011506202,43.40343,63.7767,64.37898,61.26,2024,10,25,4,short
2024-10-25,INTC,22.67,0.014771706,0.018420378,52.90582,25.437403,21.794735,18.89,2024,10,25,4,hold
2024-10-25,INTU,609.4,0.00897388,0.011586304,57.00831,626.45306,598.6044,601.42206,2024,10,25,4,sell
2024-10-25,INVH,33.6,-0.020979056,0.012771441,46.078423,35.09686,32.993256,33.19,2024,10,25,4,buy
2024-10-25,IP,48.57,-0.0014391384,0.013962554,56.451633,46.39068,46.35385,46.63,2024,10,25,4,hold
2024-10-25,IPG,29.78,-0.0036801172,0.0143898865,39.523827,30.405542,29.58889,29.78,2024,10,25,4,short
2024-10-25,IQV,214.74,0.014312024,0.019951057,37.302734,231.0349,216.59871,211.71,2024,10,25,4,hold
2024-10-25,IR,96.11,0.0018763713,0.013310521,36.45185,93.93557,95.76875,86.84,2024,10,25,4,hold
2024-10-25,IRM,127.73,0.013971597,0.010688419,79.46237,106.002914,115.1921,107.63851,2024,10,25,4,hold
2024-10-25,ISRG,511.569,-0.00011923585,0.025671883,70.10095,464.5011,459.16034,471.23,2024,10,25,4,short
2024-10-25,IT,513.36,-0.008861911,0.008580995,53.874687,481.4721,499.89874,477.39,2024,10,25,4,short
2024-10-25,ITW,254.11,-0.0055570705,0.006034621,44.16212,246.02834,253.81503,240.56519,2024,10,25,4,short
2024-10-25,IVZ,17.64,0.0011349914,0.01707588,50.324654,16.341839,17.109833,15.74,2024,10,25,4,hold
2024-10-25,J,140.52,-0.0066448976,0.011300057,60.020126,123.8886,131.72136,118.31217,2024,10,25,4,sell
2024-10-25,JBHT,174.89,-0.0052329116,0.016102547,66.63547,166.8993,161.70775,164.22,2024,10,25,4,short
2024-10-25,JBL,124.72,-0.0024793854,0.013056522,57.667942,112.63218,118.71748,101.04,2024,10,25,4,short
2024-10-25,JCI,76.73,-0.0016913512,0.008540738,57.866676,70.91951,75.41677,67.50776,2024,10,25,4,sell
2024-10-25,JKHY,182.47,-0.0114848865,0.009076784,59.28774,170.68097,177.80656,163.26991,2024,10,25,4,short
2024-10-25,JNJ,160.87,-0.017107613,0.008081237,54.140903,157.06056,158.41699,158.18932,2024,10,25,4,short
2024-10-25,JNPR,39.065,-0.002425976,0.0020796987,68.32286,37.75248,38.60005,38.34,2024,10,25,4,hold
2024-10-25,JPM,222.32,-0.011823222,0.014252223,71.89549,208.38379,202.0444,203.07556,2024,10,25,4,sell
2024-10-25,K,80.89,-0.0017277476,0.0013930076,60.464977,70.56965,80.35493,79.692474,2024,10,25,4,short
2024-10-25,KDP,34.58,-0.010303286,0.011989526,31.529348,35.042744,35.120274,34.58,2024,10,25,4,buy
2024-10-25,KEY,17.035,-0.011317452,0.013641928,55.532337,15.607608,16.172224,15.7,2024,10,25,4,sell
2024-10-25,KEYS,156.02,0.014764256,0.010815035,50.07991,144.073,152.9837,135.3,2024,10,25,4,hold
2024-10-25,KHC,34.75,-0.007993114,0.009472622,52.702705,34.088234,34.046806,34.17,2024,10,25,4,short
2024-10-25,KIM,23.55,-0.016701525,0.011484528,58.873226,21.670448,22.327599,22.060896,2024,10,25,4,short
2024-10-25,KKR,139.88,-0.023729717,0.015317008,67.244865,119.664215,127.68298,116.24,2024,10,25,4,sell
2024-10-25,KLAC,673.07,0.010372935,0.03681297,28.390657,779.5531,618.7474,664.63,2024,10,25,4,hold
2024-10-25,KMB,135.49,-0.011094001,0.01189178,35.617176,140.38666,135.52963,135.49,2024,10,25,4,sell
2024-10-25,KMI,24.95,-0.0016006005,0.01177402,73.37887,21.34464,22.259747,20.83,2024,10,25,4,short
2024-10-25,KMX,72.0,-0.007991207,0.014591065,48.713078,76.6157,69.44268,71.11,2024,10,25,4,short
2024-10-25,KO,66.92,-0.005646432,0.008404319,34.92061,67.477005,67.177345,66.92,2024,10,25,4,short
2024-10-25,KR,57.36,0.011818699,0.010731267,61.784504,53.480995,54.955475,51.5,2024,10,25,4,sell
2024-10-25,KVUE,22.64,-0.0143665625,0.015605174,59.00277,20.521336,20.962496,21.32,2024,10,25,4,sell
2024-10-25,L,79.56,-0.01886791,0.011971291,68.60608,78.102104,76.661285,76.49,2024,10,25,4,sell
2024-10-25,LDOS,168.7,-0.00053318526,0.008660025,56.95769,153.0762,163.55016,147.65497,2024,10,25,4,sell
2024-10-25,LEN,173.32,-0.014555365,0.018617112,40.31577,170.7045,171.28099,171.28607,2024,10,25,4,short
2024-10-25,LH,228.72,-0.005867806,0.015042346,79.05919,215.89716,208.41782,212.04,2024,10,25,4,buy
2024-10-25,LHX,252.68,0.034852743,0.012517902,68.9979,231.4726,238.45683,227.01,2024,10,25,4,hold
2024-10-25,LIN,473.82,-0.0013488685,0.0069299657,64.637535,456.10123,462.93408,455.48053,2024,10,25,4,short
2024-10-25,LKQ,37.55,-0.0031855307,0.011589135,38.71635,40.643215,37.280407,37.48,2024,10,25,4,short
2024-10-25,LLY,892.61,0.001447267,0.012721892,47.34718,896.3475,875.35925,877.79,2024,10,25,4,buy
2024-10-25,LMT,562.33,-0.0033321013,0.017617084,28.53028,534.74286,564.9911,550.6895,2024,10,25,4,short
2024-10-25,LNT,60.74,-0.018898372,0.010533123,58.90587,56.275745,58.76329,57.37,2024,10,25,4,short
2024-10-25,LOW,267.61,-0.013819281,0.011285152,48.919834,244.6376,264.1546,240.31,2024,10,25,4,short
2024-10-25,LRCX,77.68,0.014496547,0.031011747,44.061615,87.69945,70.13665,72.84,2024,10,25,4,hold
2024-10-25,LULU,304.2,0.017425407,0.021676993,72.58616,276.4664,255.66881,247.18,2024,10,25,4,sell
2024-10-25,LUV,29.425,0.01395585,0.019767407,37.353146,28.206095,29.184788,26.169777,2024,10,25,4,sell
2024-10-25,LVS,52.75,0.005336359,0.019941442,47.151268,43.53104,50.352093,38.64,2024,10,25,4,hold
2024-10-25,LW,76.92,-0.0059446767,0.026216812,73.77858,70.27603,63.232327,60.93,2024,10,25,4,short
2024-10-25,LYB,87.48,-0.011413657,0.008287221,6.2016034,94.434395,87.20611,87.48,2024,10,25,4,short
2024-10-25,LYV,116.34,-0.0009446167,0.009452408,75.00005,98.9275,108.613106,92.78,2024,10,25,4,sell
2024-10-25,MA,507.31,-0.006482311,0.006555108,70.508835,469.15903,486.7117,465.82065,2024,10,25,4,short
2024-10-25,MAA,153.33,-0.01755626,0.0086227795,53.878628,148.84668,149.91399,150.75217,2024,10,25,4,short
2024-10-25,MAR,262.21,0.006062182,0.011545462,61.57633,238.62642,246.23282,220.56,2024,10,25,4,hold
2024-10-25,MAS,81.22,-0.02002891,0.010347321,42.806076,75.808914,81.10433,76.07,2024,10,25,4,short
2024-10-25,MCD,292.5001,-0.030107751,0.014565381,41.046593,277.18665,293.24643,276.8788,2024,10,25,4,short
2024-10-25,MCHP,76.29,0.0056683403,0.016798219,49.416073,82.78311,74.29478,74.09,2024,10,25,4,hold
2024-10-25,MCK,507.71,0.005445976,0.010492274,73.97288,552.1745,481.81894,479.06,2024,10,25,4,sell
2024-10-25,MCO,462.38,-0.009765703,0.013384178,53.265263,456.67825,454.3623,457.52,2024,10,25,4,buy
2024-10-25,MDLZ,69.21,-0.010578955,0.008925655,38.656532,69.44279,69.23579,69.21,2024,10,25,4,short
2024-10-25,MDT,90.6,-0.004286179,0.0105156675,67.69383,84.055824,86.91174,83.93795,2024,10,25,4,short
2024-10-25,MET,82.39,-0.023352314,0.012043673,46.561443,75.47207,81.09322,72.72,2024,10,25,4,buy
2024-10-25,META,573.25,0.009633961,0.012981389,42.2126,524.9052,563.0355,499.79318,2024,10,25,4,buy
2024-10-25,MGM,40.365,0.006608559,0.0176672,45.351067,39.95385,38.735775,34.87,2024,10,25,4,hold
2024-10-25,MHK,130.88,-0.13821025,0.03376831,22.808605,140.9075,142.84018,130.88,2024,10,25,4,short
2024-10-25,MKC,77.87,-0.011425593,0.011741777,41.291855,76.39717,77.41172,76.77787,2024,10,25,4,short
2024-10-25,MKTX,286.51,-0.013021457,0.017852252,68.387665,236.58434,255.0254,230.45,2024,10,25,4,short
2024-10-25,MLM,569.97,-0.0011917177,0.013074732,77.656784,543.407,505.4106,502.48,2024,10,25,4,short
2024-10-25,MMC,221.29,-0.0053488063,0.008776447,52.752445,219.53452,218.93306,219.78,2024,10,25,4,short
2024-10-25,MMM,124.75,-0.013600073,0.009774774,19.541573,120.618225,126.946625,124.75,2024,10,25,4,buy
2024-10-25,MNST,53.37,-0.0013098746,0.012776123,85.78851,50.0994,48.82059,46.48,2024,10,25,4,sell
2024-10-25,MO,49.72,-0.0044052345,0.007910377,47.916695,48.898945,49.070744,49.06,2024,10,25,4,short
2024-10-25,MOH,325.54,0.006026182,0.052129157,50.088867,323.7401,276.63876,275.0,2024,10,25,4,sell
2024-10-25,MOS,26.97,0.009734191,0.018377714,63.113014,27.293049,25.281532,24.54,2024,10,25,4,sell
2024-10-25,MPC,152.42,-0.0030089398,0.024879811,20.88801,167.88095,148.84126,152.42,2024,10,25,4,buy
2024-10-25,MPWR,901.28,0.0013888426,0.01989029,41.809967,861.61774,873.1811,805.2204,2024,10,25,4,hold
2024-10-25,MRK,103.97,-0.018039253,0.011044381,32.31242,118.23082,104.073044,103.97,2024,10,25,4,short
2024-10-25,MRNA,53.09,0.005492442,0.020089839,22.85438,93.29745,49.86101,52.8,2024,10,25,4,buy
2024-10-25,MRO,26.46,0.0022727072,0.017430391,17.042606,27.642258,25.583916,25.87,2024,10,25,4,buy
2024-10-25,MS,116.87,-0.019300122,0.018459203,71.02508,101.925865,100.05892,96.59,2024,10,25,4,sell
2024-10-25,MSCI,588.94,-0.0022193943,0.011230731,53.26582,542.56836,576.6314,551.41,2024,10,25,4,hold
2024-10-25,MSFT,428.32,0.00845242,0.00942979,77.71544,427.75388,408.99606,401.7,2024,10,25,4,hold
2024-10-25,MSI,462.33,-0.006553823,0.008231387,62.792053,419.02652,442.13177,420.43106,2024,10,25,4,short
2024-10-25,MTB,192.57,-0.009922842,0.018480401,74.33955,165.40471,167.42188,160.98726,2024,10,25,4,sell
2024-10-25,MTCH,37.21,-0.0053461846,0.013144891,47.355377,34.8254,36.69962,34.99,2024,10,25,4,sell
2024-10-25,MTD,1293.16,-0.0001700743,0.013574519,11.025082,1412.3021,1285.4686,1293.16,2024,10,25,4,buy
2024-10-25,MU,107.92,0.010014036,0.023514928,58.50016,110.46957,98.23723,86.17297,2024,10,25,4,hold
2024-10-25,NCLH,23.155,-0.0027992518,0.03176981,73.7413,18.91665,18.873674,15.92,2024,10,25,4,buy
2024-10-25,NDAQ,74.7,-0.007177046,0.00942669,72.24156,67.53761,70.83292,69.59906,2024,10,25,4,sell
2024-10-25,NDSN,247.88,-0.0040579955,0.008116909,38.88639,243.44615,246.5162,238.74371,2024,10,25,4,short
2024-10-25,NEE,81.425,-0.016724966,0.014534247,55.1474,77.94551,79.76726,78.06439,2024,10,25,4,short
2024-10-25,NEM,48.41,-0.017055841,0.035012595,36.21002,49.046364,49.02547,48.41,2024,10,25,4,short
2024-10-25,NFLX,754.869,0.0004228093,0.027866228,64.40485,679.2794,676.47723,665.77,2024,10,25,4,buy
2024-10-25,NI,34.83,-0.012195023,0.008701061,61.408497,31.746723,33.680008,31.9,2024,10,25,4,short
2024-10-25,NKE,78.84,-0.0025304223,0.017850034,40.17768,81.54635,77.31944,78.09,2024,10,25,4,short
2024-10-25,NOC,519.36,-0.008249327,0.010533577,37.35502,486.4906,516.3794,502.8822,2024,10,25,4,buy
2024-10-25,NOW,952.08,-0.004704259,0.018140944,65.32891,825.3366,871.9623,814.11,2024,10,25,4,short
2024-10-25,NRG,87.52,-0.019713286,0.02270105,36.40015,81.38568,83.82656,76.51,2024,10,25,4,buy
2024-10-25,NSC,251.1,-0.009154731,0.016659837,57.28755,237.92975,240.575,237.1,2024,10,25,4,short
2024-10-25,NTAP,119.4,-0.003671519,0.015843004,38.47737,124.238754,118.11949,113.696144,2024,10,25,4,sell
2024-10-25,NTRS,100.17,-0.025488887,0.018747507,77.49586,87.38472,85.02842,85.35995,2024,10,25,4,sell
2024-10-25,NUE,141.53,0.0013442935,0.020197406,34.459846,151.04515,140.95142,137.27599,2024,10,25,4,buy
2024-10-25,NVDA,141.47,0.007549302,0.02394071,69.37164,122.30429,116.534935,102.821205,2024,10,25,4,hold
2024-10-25,NVR,9352.22,-0.011016947,0.013909975,47.897934,8707.717,9276.6,8668.93,2024,10,25,4,buy
2024-10-25,NWS,27.76,0.0021660456,0.009141821,56.63084,28.001411,27.106028,27.03,2024,10,25,4,hold
2024-10-25,NWSA,25.995,0.0017341069,0.00890504,50.09313,26.939863,25.66574,25.68,2024,10,25,4,hold
2024-10-25,NXPI,243.145,0.01708779,0.016947728,60.77968,250.51648,228.12587,224.20094,2024,10,25,4,hold
2024-10-25,O,61.32,-0.03143266,0.01146682,48.07057,58.55599,60.643105,59.54681,2024,10,25,4,buy
2024-10-25,ODFL,197.82,0.03133314,0.018811101,60.533524,191.131,186.92418,184.82,2024,10,25,4,hold
2024-10-25,OKE,96.67,-0.007698625,0.010818524,57.033062,87.05928,91.822296,86.59,2024,10,25,4,short
2024-10-25,OMC,100.53,0.0006967917,0.009373867,48.607586,95.77283,99.3351,95.62141,2024,10,25,4,hold
2024-10-25,ON,71.23,0.016409839,0.019838752,50.449894,71.9646,66.767456,66.54,2024,10,25,4,hold
2024-10-25,ORCL,173.55,-0.0047597303,0.012206058,58.64871,148.31822,166.30055,137.16159,2024,10,25,4,sell
2024-10-25,ORLY,1195.985,-0.0031547998,0.008214219,67.34921,1105.1307,1136.819,1109.05,2024,10,25,4,sell
2024-10-25,OTIS,101.24,-0.012196312,0.011222068,40.19746,97.033676,101.186455,91.43,2024,10,25,4,short
2024-10-25,OXY,51.58,0.0044791307,0.017591573,24.13382,56.839375,49.817265,49.91,2024,10,25,4,buy
2024-10-25,PANW,366.36,0.0048823273,0.020582713,69.22348,337.8327,325.96423,329.29,2024,10,25,4,hold
2024-10-25,PARA,10.275,-0.00242724,0.009774687,38.048756,10.7125845,10.202208,9.932791,2024,10,25,4,short
2024-10-25,PAYC,164.65,-0.0032086137,0.011559143,52.365776,157.97676,161.22493,154.91,2024,10,25,4,buy
2024-10-25,PAYX,140.33,-0.009528451,0.013252572,64.32109,128.3917,136.10281,125.2,2024,10,25,4,sell
2024-10-25,PCAR,105.9,0.010110695,0.016938535,57.3812,100.4449,97.33863,92.57,2024,10,25,4,hold
2024-10-25,PCG,20.355,-0.015715703,0.010516533,65.10541,18.828627,19.23918,18.400711,2024,10,25,4,sell
2024-10-25,PEG,89.65,-0.009282754,0.011956674,48.65744,80.28866,87.823845,79.340004,2024,10,25,4,short
2024-10-25,PEP,171.79,-0.0021492238,0.0074551036,65.947014,170.27965,166.9634,167.21,2024,10,25,4,sell
2024-10-25,PFE,28.45,-0.0066340305,0.013038121,40.60151,28.800558,28.14315,28.3,2024,10,25,4,sell
2024-10-25,PFG,83.69,-0.06648075,0.018773621,42.87771,81.39604,83.15829,76.49514,2024,10,25,4,buy
2024-10-25,PG,168.24,-0.008135772,0.0065893815,58.90152,168.20393,166.2126,166.14316,2024,10,25,4,short
2024-10-25,PGR,243.78,-0.012516695,0.012190048,46.707027,231.88354,244.40128,235.7873,2024,10,25,4,short
2024-10-25,PH,621.66,-0.003973534,0.0062418645,41.906242,570.11835,620.49835,571.31,2024,10,25,4,short
2024-10-25,PHM,132.48,-0.024734987,0.02244635,40.408497,127.098724,131.70583,122.41495,2024,10,25,4,buy
2024-10-25,PKG,225.78,-0.0076040425,0.013593277,71.953384,199.24265,208.8884,195.43127,2024,10,25,4,sell
2024-10-25,PLD,117.55,-0.023589969,0.018464217,45.279392,120.55267,115.91443,117.55,2024,10,25,4,buy
2024-10-25,PLTR,44.86,0.029843874,0.024117136,78.72955,31.685,36.654,30.16,2024,10,25,4,sell
2024-10-25,PM,129.86,-0.022138571,0.024447223,74.150856,113.84601,112.4891,116.750275,2024,10,25,4,sell
2024-10-25,PNC,185.83,-0.016460255,0.01302745,60.065495,171.78375,175.58366,171.56088,2024,10,25,4,sell
2024-10-25,PNR,98.96,-0.0043263943,0.008557262,68.93833,86.31974,94.505066,83.96505,2024,10,25,4,hold
2024-10-25,PNW,88.21,-0.015623273,0.009643141,56.1247,83.93076,85.050026,85.52,2024,10,25,4,short
2024-10-25,PODD,233.67,-0.01666459,0.01117715,60.567932,209.4292,226.84587,180.69,2024,10,25,4,sell
2024-10-25,POOL,366.14,-0.029655665,0.021887755,51.86159,347.25412,351.8541,340.0,2024,10,25,4,buy
2024-10-25,PPG,126.46,-0.0061301384,0.009471631,40.948612,126.69315,125.16651,122.4,2024,10,25,4,sell
2024-10-25,PPL,32.435,-0.013233878,0.009747066,57.328156,30.365147,31.47803,30.9221,2024,10,25,4,short
2024-10-25,PRU,123.47,-0.015076575,0.012177929,61.49733,118.26085,117.703285,113.25,2024,10,25,4,sell
2024-10-25,PSA,336.33,-0.0061464407,0.01308725,37.12158,319.54352,329.74963,316.74173,2024,10,25,4,short
2024-10-25,PSX,128.17,-0.002490523,0.016344989,27.1763,134.68195,126.97043,125.0,2024,10,25,4,buy
2024-10-25,PTC,187.03,0.01851546,0.01206262,73.73292,176.9208,175.20863,164.76,2024,10,25,4,hold
2024-10-25,PWR,308.32,-0.005002058,0.0112646315,51.00821,273.85962,295.8667,247.84517,2024,10,25,4,short
2024-10-25,PYPL,81.71,0.003931683,0.014378505,56.066933,68.50545,77.10957,67.96,2024,10,25,4,hold
2024-10-25,QCOM,170.25,0.012789969,0.019167127,54.229492,180.32689,164.04376,158.19,2024,10,25,4,hold
2024-10-25,QRVO,98.97,-0.00562642,0.014191984,44.649734,109.8887,98.44378,98.97,2024,10,25,4,buy
2024-10-25,RCL,200.91,-0.010539273,0.019047199,80.30999,166.33553,168.95201,156.185,2024,10,25,4,sell
2024-10-25,REG,71.01,-0.01374997,0.009461549,53.50466,67.844574,69.70575,69.141945,2024,10,25,4,short
2024-10-25,REGN,932.55,0.0039293393,0.0111432625,27.472673,1077.282,927.8146,928.9,2024,10,25,4,buy
2024-10-25,RF,23.49,-0.011363655,0.012498624,64.65518,21.491026,22.284718,21.270494,2024,10,25,4,sell
2024-10-25,RJF,144.86,-0.017231977,0.01988957,79.30827,119.83167,116.93804,114.77667,2024,10,25,4,sell
2024-10-25,RL,197.54,-0.0020208606,0.01301991,52.93422,178.78755,189.63712,162.59833,2024,10,25,4,sell
2024-10-25,RMD,256.06,0.071156636,0.018877417,85.15228,222.90923,230.12932,223.15,2024,10,25,4,hold
2024-10-25,ROK,269.82,0.007994675,0.008393771,54.316086,264.8477,263.18112,255.68,2024,10,25,4,hold
2024-10-25,ROL,46.56,0.0017212098,0.01749203,37.840916,49.166286,47.237316,46.48,2024,10,25,4,sell
2024-10-25,ROP,541.93,-0.00031356377,0.009730575,53.917576,550.04663,534.5812,537.12,2024,10,25,4,short
2024-10-25,ROST,144.269,-0.0007688578,0.012959122,61.391483,146.71407,139.64609,140.12,2024,10,25,4,short
2024-10-25,RSG,199.86,-0.008286598,0.007959522,53.409714,199.19682,198.21625,198.60603,2024,10,25,4,short
2024-10-25,RTX,125.16,-7.9847465e-05,0.009179214,50.49774,114.23982,122.03364,117.26,2024,10,25,4,hold
2024-10-25,RVTY,116.345,0.0017651268,0.012223296,31.083923,116.57056,115.36125,115.34214,2024,10,25,4,buy
2024-10-25,SBAC,241.73,-0.017637305,0.0144766895,55.06041,220.28636,231.69916,217.19505,2024,10,25,4,short
2024-10-25,SBUX,97.324,0.0017910033,0.0089441845,56.4044,86.55099,94.160355,91.15,2024,10,25,4,hold
2024-10-25,SCHW,71.82,-0.010607476,0.016631674,82.48495,67.41227,61.189247,61.74,2024,10,25,4,sell
2024-10-25,SHW,358.91,-0.007411689,0.014563069,42.582375,345.30243,356.69302,354.4,2024,10,25,4,short
2024-10-25,SJM,116.07,-0.008287775,0.010136976,49.56727,116.269424,114.61258,113.79,2024,10,25,4,short
2024-10-25,SLB,41.73,0.011636352,0.020801287,29.895844,44.2575,40.76356,39.57,2024,10,25,4,hold
2024-10-25,SMCI,47.28,0.022712508,0.04286646,48.42895,61.9017,40.310497,38.646,2024,10,25,4,sell
2024-10-25,SNA,326.76,0.0034086162,0.0227947,87.049805,278.29987,266.98083,270.84,2024,10,25,4,hold
2024-10-25,SNPS,501.635,0.012892499,0.019906348,52.76744,541.07904,477.145,463.97,2024,10,25,4,hold
2024-10-25,SO,91.86,-0.018694583,0.009645211,63.969917,84.98157,87.541595,85.74,2024,10,25,4,short
2024-10-25,SOLV,73.22,0.00027328244,0.01667831,80.262,60.9606,64.95159,59.4,2024,10,25,4,sell
2024-10-25,SPG,170.5,-0.016724302,0.009985108,56.874435,158.1218,165.30466,154.7472,2024,10,25,4,short
2024-10-25,SPGI,490.72,-0.00504854,0.012950226,40.790688,488.7639,495.28076,489.9802,2024,10,25,4,buy
2024-10-25,SRE,84.39,-0.01608951,0.00968922,66.035614,79.415215,80.47326,79.39248,2024,10,25,4,sell
2024-10-25,STE,224.12,-0.013730022,0.011991385,45.65812,230.04793,217.78447,221.15,2024,10,25,4,sell
2024-10-25,STLD,129.6,-0.0056773843,0.017218873,49.2122,123.29143,124.67169,107.705284,2024,10,25,4,buy
2024-10-25,STT,90.37,-0.016327418,0.009911363,62.144066,81.51067,85.22152,79.72916,2024,10,25,4,short
2024-10-25,STX,102.96,-0.00980962,0.020777348,42.165104,102.915344,102.90443,96.133194,2024,10,25,4,buy
2024-10-25,STZ,239.38,-0.005525328,0.013531448,42.205322,248.06934,232.41125,237.97,2024,10,25,4,buy
2024-10-25,SW,45.83,-0.0006541382,0.019185822,46.797523,35.888783,42.9447,42.91,2024,10,25,4,hold
2024-10-25,SWK,101.98,-0.008844359,0.009163743,31.822016,95.375595,102.21563,96.18326,2024,10,25,4,short
2024-10-25,SWKS,95.21,0.0013672408,0.013118025,49.000008,103.24961,94.20528,94.94,2024,10,25,4,short
2024-10-25,SYF,55.14,-0.0021715334,0.019441212,68.57442,48.462925,48.0043,45.84,2024,10,25,4,short
2024-10-25,SYK,352.88,-0.019505387,0.011139311,58.251606,346.60077,345.34985,337.1397,2024,10,25,4,buy
2024-10-25,SYY,73.91,-0.006318817,0.007125552,43.57365,74.19401,73.25615,73.643394,2024,10,25,4,sell
2024-10-25,T,21.83,-0.016666705,0.013666948,54.753468,19.690058,21.107204,19.094833,2024,10,25,4,short
2024-10-25,TAP,55.78,-0.0057040947,0.012834707,57.4,53.188343,53.656807,52.83312,2024,10,25,4,sell
2024-10-25,TDG,1355.69,0.0075283768,0.012949481,49.802166,1261.1818,1329.2684,1212.4268,2024,10,25,4,hold
2024-10-25,TDY,469.18,-0.007782415,0.0150525635,73.17594,416.9197,427.43475,415.45,2024,10,25,4,buy
2024-10-25,TECH,68.69,0.004680411,0.0154400915,27.65958,74.651184,66.74283,68.37,2024,10,25,4,buy
2024-10-25,TEL,149.11,0.015251621,0.011326861,61.011192,148.82278,143.69952,143.38,2024,10,25,4,hold
2024-10-25,TER,111.78,0.009573678,0.02860491,22.13141,135.15417,115.11171,110.72,2024,10,25,4,buy
2024-10-25,TFC,42.63,-0.018194314,0.016196087,53.855583,41.17905,41.211166,41.49,2024,10,25,4,short
2024-10-25,TFX,233.66,-0.008318443,0.0107398,51.486824,229.44626,229.5944,232.96,2024,10,25,4,short
2024-10-25,TGT,151.17,0.0065921266,0.016656386,53.577312,148.67262,145.84323,142.92224,2024,10,25,4,hold
2024-10-25,TJX,113.825,-0.0032837128,0.009678783,56.92118,113.61787,111.78901,111.45,2024,10,25,4,sell
2024-10-25,TMO,554.33,-0.0054720077,0.011214828,25.919538,587.9045,562.4727,554.33,2024,10,25,4,buy
2024-10-25,TMUS,226.37,-0.03078439,0.01577714,71.425156,193.40472,200.45872,193.0,2024,10,25,4,short
2024-10-25,TPR,50.505,0.13570946,0.032807056,70.12933,42.019314,42.63125,39.830067,2024,10,25,4,hold
2024-10-25,TRGP,165.93,-0.015661236,0.013793898,64.03287,141.43172,149.72722,141.6,2024,10,25,4,sell
2024-10-25,TRMB,60.93,0.0061096256,0.013527626,46.15386,56.8715,59.913345,54.15,2024,10,25,4,hold
2024-10-25,TROW,111.33,-0.006070889,0.01413503,62.526665,109.958755,104.330246,100.4876,2024,10,25,4,sell
2024-10-25,TRV,250.49,-0.023126151,0.024627587,72.5202,222.27864,218.14928,215.62685,2024,10,25,4,short
2024-10-25,TSCO,272.77,-0.005541651,0.018931706,32.07547,274.399,278.0302,262.3236,2024,10,25,4,buy
2024-10-25,TSLA,269.1101,0.03313151,0.056422643,64.57135,221.6867,200.55658,205.75,2024,10,25,4,sell
2024-10-25,TSN,58.68,-0.0059291627,0.009018708,54.302116,59.524513,57.636856,57.96,2024,10,25,4,short
2024-10-25,TT,392.69,0.0003056655,0.011079973,51.917465,352.72287,383.5746,340.46393,2024,10,25,4,buy
2024-10-25,TTWO,161.74,0.0029766278,0.011278387,87.25564,153.6406,147.50125,147.66,2024,10,25,4,hold
2024-10-25,TXN,206.98,0.00179079,0.017600538,56.776634,199.70096,194.62894,193.97,2024,10,25,4,hold
2024-10-25,TXT,82.36,0.01067619,0.018490411,40.172424,87.60946,82.55431,81.49,2024,10,25,4,hold
2024-10-25,TYL,605.55,-0.0100053875,0.014303271,63.45072,554.5124,571.81573,571.68,2024,10,25,4,short
2024-10-25,UAL,74.635,0.0016776271,0.031951845,90.681755,50.66845,49.897717,41.33,2024,10,25,4,sell
2024-10-25,UBER,77.61,-0.009823892,0.028302236,56.542473,71.9208,70.73003,68.09,2024,10,25,4,short
2024-10-25,UDR,43.86,-0.014603409,0.009662482,50.67525,42.239418,43.310165,41.308395,2024,10,25,4,short
2024-10-25,UHS,202.82,-0.09721355,0.030147314,42.571903,212.14565,202.75826,202.82,2024,10,25,4,buy
2024-10-25,ULTA,373.37,0.016858224,0.016659016,53.738308,376.0404,356.79617,352.84,2024,10,25,4,hold
2024-10-25,UNH,564.39,0.006383654,0.02093927,41.661602,554.24646,551.3005,556.29,2024,10,25,4,hold
2024-10-25,UNP,230.29,-0.0019935286,0.013690427,40.86111,238.4447,231.35818,230.29,2024,10,25,4,short
2024-10-25,UPS,137.465,-0.00639689,0.016952762,65.284225,131.74992,128.95802,126.84,2024,10,25,4,buy
2024-10-25,URI,812.42,-0.015236557,0.013141399,53.561142,723.12537,780.62744,681.1,2024,10,25,4,short
2024-10-25,USB,47.74,-0.014654264,0.018022109,66.465256,43.159187,42.62156,42.715176,2024,10,25,4,sell
2024-10-25,V,281.66,-0.005508077,0.009679434,63.773205,272.59277,270.4018,266.47,2024,10,25,4,buy
2024-10-25,VICI,32.09,-0.021944566,0.008831106,44.625446,30.938314,31.998648,31.18423,2024,10,25,4,short
2024-10-25,VLO,132.4,0.007917123,0.024014952,31.677225,144.64119,129.77217,131.36,2024,10,25,4,hold
